city,week_day,date,temp_low1,time1,temp_high1,NA1,NA2,temp_low2,time2,temp_high2,NA3,NA4,temp_low3,time3,temp_high3,NA5,NA6,temp_low4,time4,temp_high4,NA7,NA8
birmingham,Tue, Jan 1,57,12am,61,NA,NA,57,6am,63,NA,NA,57,12pm,63,NA,NA,52,6pm,54,NA,NA
birmingham,Wed, Jan 2,48,12am,52,NA,NA,48,6am,54,NA,NA,52,12pm,54,NA,NA,50,6pm,52,NA,NA
birmingham,Thu, Jan 3,50,12am,52,NA,NA,50,6am,54,NA,NA,54,12pm,54,NA,NA,54,6pm,55,NA,NA
birmingham,Fri, Jan 4,55,12am,63,NA,NA,48,6am,63,NA,NA,46,12pm,50,NA,NA,43,6pm,46,NA,NA
birmingham,Sat, Jan 5,39,12am,43,NA,NA,39,6am,55,NA,NA,52,12pm,61,NA,NA,41,6pm,46,NA,NA
birmingham,Sun, Jan 6,37,12am,39,NA,NA,36,6am,61,NA,NA,54,12pm,66,NA,NA,43,6pm,52,NA,NA
birmingham,Mon, Jan 7,43,12am,46,NA,NA,46,6am,64,NA,NA,61,12pm,68,NA,NA,59,6pm,61,NA,NA
birmingham,Tue, Jan 8,57,12am,61,NA,NA,57,6am,66,NA,NA,63,12pm,70,NA,NA,52,6pm,61,NA,NA
birmingham,Wed, Jan 9,43,12am,48,NA,NA,43,6am,52,NA,NA,46,12pm,54,NA,NA,37,6pm,43,NA,NA
birmingham,Thu, Jan 10,30,12am,36,NA,NA,30,6am,43,NA,NA,37,12pm,46,NA,NA,28,6pm,36,NA,NA
birmingham,Fri, Jan 11,27,12am,30,NA,NA,27,6am,48,NA,NA,45,12pm,54,NA,NA,45,6pm,48,NA,NA
birmingham,Sat, Jan 12,46,12am,48,NA,NA,48,6am,52,NA,NA,48,12pm,52,NA,NA,48,6pm,48,NA,NA
birmingham,Sun, Jan 13,46,12am,52,NA,NA,45,6am,52,NA,NA,45,12pm,50,NA,NA,43,6pm,45,NA,NA
birmingham,Mon, Jan 14,39,12am,41,NA,NA,39,6am,43,NA,NA,39,12pm,43,NA,NA,37,6pm,39,NA,NA
birmingham,Tue, Jan 15,37,12am,39,NA,NA,37,6am,39,NA,NA,39,12pm,41,NA,NA,30,6pm,37,NA,NA
birmingham,Wed, Jan 16,28,12am,30,NA,NA,28,6am,48,NA,NA,45,12pm,54,NA,NA,36,6pm,43,NA,NA
birmingham,Thu, Jan 17,34,12am,41,NA,NA,41,6am,48,NA,NA,48,12pm,50,NA,NA,48,6pm,52,NA,NA
birmingham,Fri, Jan 18,52,12am,52,NA,NA,48,6am,55,NA,NA,55,12pm,61,NA,NA,52,6pm,54,NA,NA
birmingham,Sat, Jan 19,54,12am,57,NA,NA,57,6am,64,NA,NA,57,12pm,64,NA,NA,36,6pm,54,NA,NA
birmingham,Sun, Jan 20,32,12am,34,NA,NA,32,6am,34,NA,NA,32,12pm,37,NA,NA,28,6pm,32,NA,NA
birmingham,Mon, Jan 21,23,12am,27,NA,NA,21,6am,37,NA,NA,39,12pm,43,NA,NA,36,6pm,37,NA,NA
birmingham,Tue, Jan 22,36,12am,37,NA,NA,37,6am,52,NA,NA,50,12pm,54,NA,NA,52,6pm,54,NA,NA
birmingham,Wed, Jan 23,54,12am,55,NA,NA,57,6am,61,NA,NA,54,12pm,59,NA,NA,43,6pm,54,NA,NA
birmingham,Thu, Jan 24,34,12am,39,NA,NA,34,6am,37,NA,NA,39,12pm,45,NA,NA,36,6pm,37,NA,NA
birmingham,Fri, Jan 25,27,12am,34,NA,NA,28,6am,43,NA,NA,43,12pm,48,NA,NA,28,6pm,37,NA,NA
birmingham,Sat, Jan 26,27,12am,28,NA,NA,30,6am,50,NA,NA,45,12pm,52,NA,NA,36,6pm,41,NA,NA
birmingham,Sun, Jan 27,32,12am,34,NA,NA,32,6am,52,NA,NA,46,12pm,55,NA,NA,36,6pm,43,NA,NA
birmingham,Mon, Jan 28,36,12am,41,NA,NA,36,6am,57,NA,NA,57,12pm,61,NA,NA,54,6pm,55,NA,NA
birmingham,Tue, Jan 29,34,12am,48,NA,NA,30,6am,36,NA,NA,32,12pm,39,NA,NA,25,6pm,30,NA,NA
birmingham,Wed, Jan 30,21,12am,25,NA,NA,21,6am,39,NA,NA,37,12pm,43,NA,NA,27,6pm,36,NA,NA
birmingham,Thu, Jan 31,27,12am,34,NA,NA,28,6am,50,NA,NA,46,12pm,55,NA,NA,36,6pm,45,NA,NA
birmingham,Fri, Feb 1,41,12am,45,NA,NA,37,6am,57,NA,NA,54,12pm,63,NA,NA,41,6pm,50,NA,NA
birmingham,Sat, Feb 2,39,12am,46,NA,NA,39,6am,64,NA,NA,63,12pm,70,NA,NA,55,6pm,63,NA,NA
birmingham,Sun, Feb 3,50,12am,55,NA,NA,52,6am,66,NA,NA,63,12pm,72,NA,NA,54,6pm,61,NA,NA
birmingham,Mon, Feb 4,55,12am,55,NA,NA,55,6am,61,NA,NA,61,12pm,66,NA,NA,63,6pm,64,NA,NA
birmingham,Tue, Feb 5,61,12am,63,NA,NA,61,6am,66,NA,NA,68,12pm,70,NA,NA,64,6pm,66,NA,NA
birmingham,Wed, Feb 6,64,12am,66,NA,NA,66,6am,73,NA,NA,72,12pm,75,NA,NA,68,6pm,72,NA,NA
birmingham,Thu, Feb 7,66,12am,68,NA,NA,66,6am,75,NA,NA,73,12pm,77,NA,NA,57,6pm,73,NA,NA
birmingham,Fri, Feb 8,43,12am,55,NA,NA,41,6am,45,NA,NA,41,12pm,48,NA,NA,37,6pm,41,NA,NA
birmingham,Sat, Feb 9,34,12am,36,NA,NA,34,6am,48,NA,NA,46,12pm,52,NA,NA,45,6pm,48,NA,NA
birmingham,Sun, Feb 10,46,12am,48,NA,NA,45,6am,48,NA,NA,48,12pm,54,NA,NA,54,6pm,54,NA,NA
birmingham,Mon, Feb 11,52,12am,54,NA,NA,52,6am,57,NA,NA,57,12pm,63,NA,NA,61,6pm,63,NA,NA
birmingham,Tue, Feb 12,64,12am,66,NA,NA,57,6am,66,NA,NA,52,12pm,59,NA,NA,43,6pm,50,NA,NA
birmingham,Wed, Feb 13,36,12am,39,NA,NA,34,6am,54,NA,NA,52,12pm,57,NA,NA,41,6pm,46,NA,NA
birmingham,Thu, Feb 14,37,12am,43,NA,NA,43,6am,57,NA,NA,57,12pm,61,NA,NA,55,6pm,57,NA,NA
birmingham,Fri, Feb 15,57,12am,57,NA,NA,57,6am,63,NA,NA,63,12pm,63,NA,NA,63,6pm,63,NA,NA
birmingham,Sat, Feb 16,50,12am,63,NA,NA,46,6am,48,NA,NA,46,12pm,48,NA,NA,46,6pm,48,NA,NA
birmingham,Sun, Feb 17,50,12am,55,NA,NA,55,6am,63,NA,NA,63,12pm,64,NA,NA,48,6pm,59,NA,NA
birmingham,Mon, Feb 18,43,12am,48,NA,NA,43,6am,48,NA,NA,46,12pm,52,NA,NA,43,6pm,45,NA,NA
birmingham,Tue, Feb 19,39,12am,43,NA,NA,41,6am,43,NA,NA,41,12pm,43,NA,NA,45,6pm,46,NA,NA
birmingham,Wed, Feb 20,46,12am,48,NA,NA,50,6am,55,NA,NA,55,12pm,61,NA,NA,57,6pm,61,NA,NA
birmingham,Thu, Feb 21,55,12am,57,NA,NA,55,6am,59,NA,NA,57,12pm,63,NA,NA,54,6pm,55,NA,NA
birmingham,Fri, Feb 22,54,12am,55,NA,NA,54,6am,55,NA,NA,55,12pm,61,NA,NA,55,6pm,57,NA,NA
birmingham,Sat, Feb 23,57,12am,63,NA,NA,63,6am,72,NA,NA,70,12pm,73,NA,NA,70,6pm,73,NA,NA
birmingham,Sun, Feb 24,55,12am,68,NA,NA,55,6am,57,NA,NA,54,12pm,63,NA,NA,39,6pm,48,NA,NA
birmingham,Mon, Feb 25,32,12am,39,NA,NA,34,6am,57,NA,NA,57,12pm,61,NA,NA,46,6pm,55,NA,NA
birmingham,Tue, Feb 26,48,12am,52,NA,NA,52,6am,63,NA,NA,64,12pm,70,NA,NA,55,6pm,63,NA,NA
birmingham,Wed, Feb 27,55,12am,57,NA,NA,55,6am,68,NA,NA,70,12pm,73,NA,NA,64,6pm,68,NA,NA
birmingham,Thu, Feb 28,59,12am,64,NA,NA,59,6am,64,NA,NA,64,12pm,68,NA,NA,64,6pm,66,NA,NA
birmingham,Fri, Mar 1,63,12am,64,NA,NA,61,6am,63,NA,NA,55,12pm,61,NA,NA,52,6pm,54,NA,NA
birmingham,Sat, Mar 2,46,12am,50,NA,NA,46,6am,52,NA,NA,55,12pm,57,NA,NA,48,6pm,55,NA,NA
birmingham,Sun, Mar 3,48,12am,50,NA,NA,50,6am,54,NA,NA,43,12pm,52,NA,NA,37,6pm,43,NA,NA
birmingham,Mon, Mar 4,34,12am,36,NA,NA,32,6am,34,NA,NA,34,12pm,39,NA,NA,30,6pm,34,NA,NA
birmingham,Tue, Mar 5,25,12am,30,NA,NA,27,6am,39,NA,NA,39,12pm,45,NA,NA,30,6pm,37,NA,NA
birmingham,Wed, Mar 6,25,12am,28,NA,NA,27,6am,41,NA,NA,41,12pm,46,NA,NA,34,6pm,37,NA,NA
birmingham,Thu, Mar 7,28,12am,32,NA,NA,34,6am,54,NA,NA,54,12pm,55,NA,NA,54,6pm,55,NA,NA
birmingham,Fri, Mar 8,54,12am,55,NA,NA,52,6am,68,NA,NA,68,12pm,72,NA,NA,64,6pm,70,NA,NA
birmingham,Sat, Mar 9,63,12am,64,NA,NA,64,6am,70,NA,NA,12pm,NA,NA,NA,6pm,NA,NA,NA
birmingham,Sun, Mar 10,57,12am,57,NA,NA,57,6am,63,NA,NA,68,12pm,70,NA,NA,55,6pm,64,NA,NA
birmingham,Mon, Mar 11,55,12am,59,NA,NA,55,6am,61,NA,NA,54,12pm,63,NA,NA,48,6pm,57,NA,NA
birmingham,Tue, Mar 12,45,12am,46,NA,NA,46,6am,64,NA,NA,66,12pm,72,NA,NA,61,6pm,66,NA,NA
birmingham,Wed, Mar 13,59,12am,61,NA,NA,61,6am,72,NA,NA,72,12pm,75,NA,NA,68,6pm,72,NA,NA
birmingham,Thu, Mar 14,66,12am,68,NA,NA,64,6am,72,NA,NA,73,12pm,79,NA,NA,70,6pm,75,NA,NA
birmingham,Fri, Mar 15,59,12am,70,NA,NA,55,6am,59,NA,NA,59,12pm,64,NA,NA,50,6pm,59,NA,NA
birmingham,Sat, Mar 16,43,12am,46,NA,NA,43,6am,48,NA,NA,52,12pm,55,NA,NA,43,6pm,52,NA,NA
birmingham,Sun, Mar 17,37,12am,46,NA,NA,37,6am,57,NA,NA,63,12pm,64,NA,NA,45,6pm,59,NA,NA
birmingham,Mon, Mar 18,37,12am,45,NA,NA,37,6am,57,NA,NA,57,12pm,63,NA,NA,46,6pm,52,NA,NA
birmingham,Tue, Mar 19,36,12am,45,NA,NA,34,6am,55,NA,NA,57,12pm,61,NA,NA,39,6pm,55,NA,NA
birmingham,Wed, Mar 20,39,12am,45,NA,NA,37,6am,61,NA,NA,61,12pm,66,NA,NA,52,6pm,63,NA,NA
birmingham,Thu, Mar 21,46,12am,54,NA,NA,45,6am,57,NA,NA,59,12pm,66,NA,NA,52,6pm,59,NA,NA
birmingham,Fri, Mar 22,37,12am,48,NA,NA,37,6am,57,NA,NA,63,12pm,70,NA,NA,46,6pm,64,NA,NA
birmingham,Sat, Mar 23,39,12am,45,NA,NA,37,6am,64,NA,NA,70,12pm,73,NA,NA,54,6pm,64,NA,NA
birmingham,Sun, Mar 24,48,12am,59,NA,NA,46,6am,72,NA,NA,72,12pm,75,NA,NA,61,6pm,70,NA,NA
birmingham,Mon, Mar 25,61,12am,64,NA,NA,59,6am,64,NA,NA,61,12pm,72,NA,NA,57,6pm,64,NA,NA
birmingham,Tue, Mar 26,52,12am,57,NA,NA,52,6am,52,NA,NA,54,12pm,63,NA,NA,46,6pm,57,NA,NA
birmingham,Wed, Mar 27,39,12am,48,NA,NA,39,6am,63,NA,NA,66,12pm,72,NA,NA,57,6pm,66,NA,NA
birmingham,Thu, Mar 28,48,12am,54,NA,NA,48,6am,64,NA,NA,66,12pm,72,NA,NA,52,6pm,68,NA,NA
birmingham,Fri, Mar 29,48,12am,52,NA,NA,46,6am,70,NA,NA,72,12pm,73,NA,NA,59,6pm,72,NA,NA
birmingham,Sat, Mar 30,63,12am,64,NA,NA,61,6am,73,NA,NA,73,12pm,75,NA,NA,54,6pm,73,NA,NA
birmingham,Sun, Mar 31,43,12am,54,NA,NA,39,6am,46,NA,NA,50,12pm,52,NA,NA,39,6pm,46,NA,NA
birmingham,Mon, Apr 1,34,12am,41,NA,NA,32,6am,55,NA,NA,57,12pm,63,NA,NA,54,6pm,59,NA,NA
birmingham,Tue, Apr 2,48,12am,54,NA,NA,45,6am,61,NA,NA,61,12pm,64,NA,NA,46,6pm,63,NA,NA
birmingham,Wed, Apr 3,39,12am,45,NA,NA,41,6am,70,NA,NA,70,12pm,73,NA,NA,57,6pm,70,NA,NA
birmingham,Thu, Apr 4,48,12am,61,NA,NA,52,6am,64,NA,NA,64,12pm,68,NA,NA,59,6pm,61,NA,NA
birmingham,Fri, Apr 5,61,12am,61,NA,NA,61,6am,64,NA,NA,68,12pm,73,NA,NA,57,6pm,70,NA,NA
birmingham,Sat, Apr 6,55,12am,61,NA,NA,59,6am,75,NA,NA,75,12pm,77,NA,NA,63,6pm,73,NA,NA
birmingham,Sun, Apr 7,63,12am,64,NA,NA,63,6am,75,NA,NA,77,12pm,81,NA,NA,70,6pm,77,NA,NA
birmingham,Mon, Apr 8,70,12am,72,NA,NA,70,6am,73,NA,NA,70,12pm,77,NA,NA,68,6pm,73,NA,NA
birmingham,Tue, Apr 9,66,12am,68,NA,NA,64,6am,70,NA,NA,70,12pm,77,NA,NA,57,6pm,72,NA,NA
birmingham,Wed, Apr 10,54,12am,57,NA,NA,54,6am,79,NA,NA,82,12pm,84,NA,NA,63,6pm,81,NA,NA
birmingham,Thu, Apr 11,64,12am,68,NA,NA,66,6am,81,NA,NA,82,12pm,82,NA,NA,73,6pm,81,NA,NA
birmingham,Fri, Apr 12,66,12am,72,NA,NA,66,6am,75,NA,NA,72,12pm,77,NA,NA,64,6pm,70,NA,NA
birmingham,Sat, Apr 13,61,12am,63,NA,NA,61,6am,68,NA,NA,72,12pm,79,NA,NA,75,6pm,77,NA,NA
birmingham,Sun, Apr 14,64,12am,73,NA,NA,64,6am,73,NA,NA,55,12pm,70,NA,NA,48,6pm,55,NA,NA
birmingham,Mon, Apr 15,43,12am,48,NA,NA,43,6am,61,NA,NA,64,12pm,70,NA,NA,52,6pm,66,NA,NA
birmingham,Tue, Apr 16,48,12am,50,NA,NA,52,6am,72,NA,NA,73,12pm,79,NA,NA,57,6pm,75,NA,NA
birmingham,Wed, Apr 17,59,12am,63,NA,NA,57,6am,75,NA,NA,75,12pm,79,NA,NA,70,6pm,73,NA,NA
birmingham,Thu, Apr 18,64,12am,70,NA,NA,64,6am,75,NA,NA,75,12pm,79,NA,NA,63,6pm,73,NA,NA
birmingham,Fri, Apr 19,61,12am,63,NA,NA,54,6am,61,NA,NA,48,12pm,55,NA,NA,45,6pm,48,NA,NA
birmingham,Sat, Apr 20,45,12am,46,NA,NA,45,6am,54,NA,NA,55,12pm,63,NA,NA,45,6pm,61,NA,NA
birmingham,Sun, Apr 21,39,12am,43,NA,NA,41,6am,70,NA,NA,72,12pm,75,NA,NA,54,6pm,73,NA,NA
birmingham,Mon, Apr 22,50,12am,54,NA,NA,52,6am,75,NA,NA,79,12pm,82,NA,NA,61,6pm,79,NA,NA
birmingham,Tue, Apr 23,54,12am,57,NA,NA,55,6am,79,NA,NA,79,12pm,82,NA,NA,64,6pm,75,NA,NA
birmingham,Wed, Apr 24,59,12am,64,NA,NA,61,6am,79,NA,NA,81,12pm,82,NA,NA,70,6pm,79,NA,NA
birmingham,Thu, Apr 25,64,12am,70,NA,NA,64,6am,73,NA,NA,63,12pm,73,NA,NA,61,6pm,63,NA,NA
birmingham,Fri, Apr 26,61,12am,63,NA,NA,59,6am,72,NA,NA,72,12pm,75,NA,NA,54,6pm,72,NA,NA
birmingham,Sat, Apr 27,46,12am,52,NA,NA,48,6am,73,NA,NA,73,12pm,79,NA,NA,68,6pm,73,NA,NA
birmingham,Sun, Apr 28,63,12am,66,NA,NA,63,6am,75,NA,NA,75,12pm,81,NA,NA,66,6pm,77,NA,NA
birmingham,Mon, Apr 29,63,12am,66,NA,NA,64,6am,81,NA,NA,82,12pm,86,NA,NA,64,6pm,81,NA,NA
birmingham,Tue, Apr 30,59,12am,63,NA,NA,63,6am,82,NA,NA,82,12pm,82,NA,NA,73,6pm,81,NA,NA
birmingham,Wed, May 1,68,12am,73,NA,NA,68,6am,82,NA,NA,84,12pm,86,NA,NA,70,6pm,84,NA,NA
birmingham,Thu, May 2,66,12am,72,NA,NA,70,6am,82,NA,NA,82,12pm,84,NA,NA,73,6pm,81,NA,NA
birmingham,Fri, May 3,72,12am,73,NA,NA,72,6am,84,NA,NA,82,12pm,88,NA,NA,70,6pm,81,NA,NA
birmingham,Sat, May 4,70,12am,72,NA,NA,66,6am,77,NA,NA,70,12pm,81,NA,NA,64,6pm,70,NA,NA
birmingham,Sun, May 5,64,12am,64,NA,NA,64,6am,70,NA,NA,72,12pm,73,NA,NA,63,6pm,72,NA,NA
birmingham,Mon, May 6,55,12am,61,NA,NA,57,6am,73,NA,NA,79,12pm,81,NA,NA,63,6pm,79,NA,NA
birmingham,Tue, May 7,57,12am,61,NA,NA,61,6am,81,NA,NA,82,12pm,82,NA,NA,66,6pm,81,NA,NA
birmingham,Wed, May 8,64,12am,70,NA,NA,70,6am,84,NA,NA,82,12pm,86,NA,NA,75,6pm,82,NA,NA
birmingham,Thu, May 9,72,12am,73,NA,NA,72,6am,79,NA,NA,66,12pm,73,NA,NA,66,6pm,66,NA,NA
birmingham,Fri, May 10,61,12am,64,NA,NA,63,6am,73,NA,NA,75,12pm,79,NA,NA,70,6pm,73,NA,NA
birmingham,Sat, May 11,68,12am,72,NA,NA,70,6am,75,NA,NA,70,12pm,81,NA,NA,68,6pm,72,NA,NA
birmingham,Sun, May 12,66,12am,68,NA,NA,66,6am,68,NA,NA,66,12pm,75,NA,NA,66,6pm,73,NA,NA
birmingham,Mon, May 13,57,12am,64,NA,NA,59,6am,72,NA,NA,73,12pm,75,NA,NA,55,6pm,72,NA,NA
birmingham,Tue, May 14,52,12am,55,NA,NA,54,6am,68,NA,NA,72,12pm,73,NA,NA,55,6pm,70,NA,NA
birmingham,Wed, May 15,52,12am,55,NA,NA,55,6am,75,NA,NA,75,12pm,77,NA,NA,70,6pm,75,NA,NA
birmingham,Thu, May 16,70,12am,72,NA,NA,70,6am,84,NA,NA,70,12pm,88,NA,NA,70,6pm,72,NA,NA
birmingham,Fri, May 17,66,12am,68,NA,NA,68,6am,82,NA,NA,75,12pm,88,NA,NA,70,6pm,79,NA,NA
birmingham,Sat, May 18,66,12am,70,NA,NA,70,6am,84,NA,NA,84,12pm,88,NA,NA,75,6pm,82,NA,NA
birmingham,Sun, May 19,70,12am,73,NA,NA,70,6am,84,NA,NA,82,12pm,86,NA,NA,73,6pm,81,NA,NA
birmingham,Mon, May 20,66,12am,72,NA,NA,70,6am,81,NA,NA,79,12pm,84,NA,NA,72,6pm,82,NA,NA
birmingham,Tue, May 21,70,12am,72,NA,NA,73,6am,86,NA,NA,88,12pm,90,NA,NA,77,6pm,86,NA,NA
birmingham,Wed, May 22,70,12am,75,NA,NA,72,6am,84,NA,NA,88,12pm,90,NA,NA,72,6pm,84,NA,NA
birmingham,Thu, May 23,66,12am,72,NA,NA,72,6am,88,NA,NA,88,12pm,91,NA,NA,73,6pm,86,NA,NA
birmingham,Fri, May 24,70,12am,73,NA,NA,75,6am,88,NA,NA,88,12pm,91,NA,NA,75,6pm,90,NA,NA
birmingham,Sat, May 25,68,12am,72,NA,NA,73,6am,88,NA,NA,90,12pm,93,NA,NA,73,6pm,90,NA,NA
birmingham,Sun, May 26,68,12am,72,NA,NA,73,6am,91,NA,NA,91,12pm,93,NA,NA,75,6pm,90,NA,NA
birmingham,Mon, May 27,70,12am,73,NA,NA,75,6am,91,NA,NA,90,12pm,93,NA,NA,81,6pm,90,NA,NA
birmingham,Tue, May 28,73,12am,81,NA,NA,75,6am,88,NA,NA,90,12pm,93,NA,NA,75,6pm,90,NA,NA
birmingham,Wed, May 29,73,12am,81,NA,NA,75,6am,90,NA,NA,90,12pm,91,NA,NA,73,6pm,88,NA,NA
birmingham,Thu, May 30,72,12am,75,NA,NA,75,6am,88,NA,NA,86,12pm,90,NA,NA,79,6pm,84,NA,NA
birmingham,Fri, May 31,72,12am,77,NA,NA,73,6am,84,NA,NA,86,12pm,90,NA,NA,70,6pm,84,NA,NA
birmingham,Sat, Jun 1,64,12am,70,NA,NA,72,6am,84,NA,NA,86,12pm,90,NA,NA,70,6pm,84,NA,NA
birmingham,Sun, Jun 2,64,12am,66,NA,NA,70,6am,88,NA,NA,90,12pm,91,NA,NA,72,6pm,88,NA,NA
birmingham,Mon, Jun 3,66,12am,72,NA,NA,72,6am,88,NA,NA,88,12pm,91,NA,NA,75,6pm,84,NA,NA
birmingham,Tue, Jun 4,72,12am,73,NA,NA,73,6am,84,NA,NA,88,12pm,91,NA,NA,79,6pm,84,NA,NA
birmingham,Wed, Jun 5,75,12am,79,NA,NA,77,6am,84,NA,NA,84,12pm,86,NA,NA,73,6pm,82,NA,NA
birmingham,Thu, Jun 6,70,12am,73,NA,NA,70,6am,73,NA,NA,72,12pm,75,NA,NA,73,6pm,75,NA,NA
birmingham,Fri, Jun 7,73,12am,75,NA,NA,73,6am,84,NA,NA,79,12pm,84,NA,NA,73,6pm,82,NA,NA
birmingham,Sat, Jun 8,72,12am,73,NA,NA,73,6am,79,NA,NA,75,12pm,81,NA,NA,73,6pm,75,NA,NA
birmingham,Sun, Jun 9,72,12am,73,NA,NA,73,6am,82,NA,NA,75,12pm,86,NA,NA,73,6pm,75,NA,NA
birmingham,Mon, Jun 10,72,12am,72,NA,NA,72,6am,88,NA,NA,75,12pm,88,NA,NA,72,6pm,82,NA,NA
birmingham,Tue, Jun 11,63,12am,70,NA,NA,64,6am,79,NA,NA,79,12pm,81,NA,NA,66,6pm,77,NA,NA
birmingham,Wed, Jun 12,66,12am,70,NA,NA,70,6am,81,NA,NA,77,12pm,82,NA,NA,70,6pm,79,NA,NA
birmingham,Thu, Jun 13,61,12am,68,NA,NA,64,6am,79,NA,NA,79,12pm,82,NA,NA,63,6pm,79,NA,NA
birmingham,Fri, Jun 14,57,12am,64,NA,NA,66,6am,79,NA,NA,81,12pm,82,NA,NA,72,6pm,81,NA,NA
birmingham,Sat, Jun 15,68,12am,72,NA,NA,72,6am,84,NA,NA,86,12pm,88,NA,NA,79,6pm,84,NA,NA
birmingham,Sun, Jun 16,73,12am,79,NA,NA,75,6am,86,NA,NA,88,12pm,93,NA,NA,77,6pm,84,NA,NA
birmingham,Mon, Jun 17,72,12am,79,NA,NA,73,6am,86,NA,NA,88,12pm,90,NA,NA,73,6pm,88,NA,NA
birmingham,Tue, Jun 18,73,12am,73,NA,NA,73,6am,81,NA,NA,73,12pm,81,NA,NA,73,6pm,75,NA,NA
birmingham,Wed, Jun 19,72,12am,73,NA,NA,73,6am,86,NA,NA,88,12pm,90,NA,NA,81,6pm,88,NA,NA
birmingham,Thu, Jun 20,72,12am,81,NA,NA,72,6am,82,NA,NA,84,12pm,90,NA,NA,75,6pm,86,NA,NA
birmingham,Fri, Jun 21,72,12am,73,NA,NA,75,6am,90,NA,NA,91,12pm,93,NA,NA,82,6pm,91,NA,NA
birmingham,Sat, Jun 22,77,12am,81,NA,NA,79,6am,88,NA,NA,70,12pm,91,NA,NA,72,6pm,75,NA,NA
birmingham,Sun, Jun 23,72,12am,73,NA,NA,73,6am,84,NA,NA,86,12pm,90,NA,NA,82,6pm,88,NA,NA
birmingham,Mon, Jun 24,79,12am,81,NA,NA,79,6am,84,NA,NA,86,12pm,88,NA,NA,75,6pm,84,NA,NA
birmingham,Tue, Jun 25,70,12am,75,NA,NA,73,6am,84,NA,NA,86,12pm,88,NA,NA,77,6pm,86,NA,NA
birmingham,Wed, Jun 26,75,12am,77,NA,NA,75,6am,86,NA,NA,75,12pm,90,NA,NA,73,6pm,75,NA,NA
birmingham,Thu, Jun 27,70,12am,73,NA,NA,72,6am,88,NA,NA,73,12pm,90,NA,NA,72,6pm,75,NA,NA
birmingham,Fri, Jun 28,66,12am,72,NA,NA,73,6am,88,NA,NA,75,12pm,90,NA,NA,72,6pm,75,NA,NA
birmingham,Sat, Jun 29,73,12am,75,NA,NA,75,6am,86,NA,NA,79,12pm,88,NA,NA,75,6pm,81,NA,NA
birmingham,Sun, Jun 30,73,12am,75,NA,NA,73,6am,84,NA,NA,86,12pm,90,NA,NA,77,6pm,86,NA,NA
birmingham,Mon, Jul 1,73,12am,75,NA,NA,77,6am,90,NA,NA,91,12pm,93,NA,NA,81,6pm,91,NA,NA
birmingham,Tue, Jul 2,75,12am,82,NA,NA,79,6am,90,NA,NA,91,12pm,93,NA,NA,81,6pm,91,NA,NA
birmingham,Wed, Jul 3,75,12am,79,NA,NA,77,6am,90,NA,NA,84,12pm,90,NA,NA,75,6pm,82,NA,NA
birmingham,Thu, Jul 4,72,12am,75,NA,NA,73,6am,90,NA,NA,90,12pm,91,NA,NA,81,6pm,88,NA,NA
birmingham,Fri, Jul 5,75,12am,81,NA,NA,75,6am,91,NA,NA,91,12pm,93,NA,NA,81,6pm,91,NA,NA
birmingham,Sat, Jul 6,75,12am,79,NA,NA,77,6am,91,NA,NA,93,12pm,97,NA,NA,81,6pm,91,NA,NA
birmingham,Sun, Jul 7,75,12am,81,NA,NA,79,6am,88,NA,NA,72,12pm,88,NA,NA,73,6pm,84,NA,NA
birmingham,Mon, Jul 8,73,12am,73,NA,NA,73,6am,88,NA,NA,88,12pm,93,NA,NA,81,6pm,88,NA,NA
birmingham,Tue, Jul 9,75,12am,81,NA,NA,79,6am,91,NA,NA,93,12pm,97,NA,NA,82,6pm,93,NA,NA
birmingham,Wed, Jul 10,79,12am,82,NA,NA,79,6am,90,NA,NA,91,12pm,93,NA,NA,81,6pm,90,NA,NA
birmingham,Thu, Jul 11,79,12am,79,NA,NA,79,6am,90,NA,NA,84,12pm,93,NA,NA,79,6pm,82,NA,NA
birmingham,Fri, Jul 12,77,12am,81,NA,NA,79,6am,88,NA,NA,90,12pm,93,NA,NA,81,6pm,90,NA,NA
birmingham,Sat, Jul 13,75,12am,79,NA,NA,75,6am,86,NA,NA,77,12pm,81,NA,NA,77,6pm,81,NA,NA
birmingham,Sun, Jul 14,75,12am,75,NA,NA,75,6am,88,NA,NA,79,12pm,90,NA,NA,73,6pm,79,NA,NA
birmingham,Mon, Jul 15,73,12am,75,NA,NA,75,6am,84,NA,NA,82,12pm,88,NA,NA,79,6pm,81,NA,NA
birmingham,Tue, Jul 16,75,12am,79,NA,NA,77,6am,88,NA,NA,90,12pm,91,NA,NA,73,6pm,90,NA,NA
birmingham,Wed, Jul 17,75,12am,79,NA,NA,79,6am,88,NA,NA,88,12pm,91,NA,NA,79,6pm,90,NA,NA
birmingham,Thu, Jul 18,75,12am,79,NA,NA,79,6am,88,NA,NA,79,12pm,91,NA,NA,81,6pm,90,NA,NA
birmingham,Fri, Jul 19,79,12am,81,NA,NA,81,6am,86,NA,NA,82,12pm,88,NA,NA,77,6pm,84,NA,NA
birmingham,Sat, Jul 20,73,12am,75,NA,NA,75,6am,88,NA,NA,75,12pm,91,NA,NA,73,6pm,79,NA,NA
birmingham,Sun, Jul 21,73,12am,75,NA,NA,75,6am,86,NA,NA,84,12pm,88,NA,NA,79,6pm,84,NA,NA
