city,week_day,date,temp_low1,time1,temp_high1,NA1,NA2,temp_low2,time2,temp_high2,NA3,NA4,temp_low3,time3,temp_high3,NA5,NA6,temp_low4,time4,temp_high4,NA7,NA8
cleveland,Thu, Oct 3,63,12am,64,NA,NA,63,6am,81,NA,NA,72,12pm,82,NA,NA,64,6pm,72,NA,NA
cleveland,Fri, Oct 4,59,12am,63,NA,NA,57,6am,61,NA,NA,57,12pm,61,NA,NA,54,6pm,57,NA,NA
cleveland,Sat, Oct 5,45,12am,52,NA,NA,45,6am,61,NA,NA,63,12pm,70,NA,NA,55,6pm,64,NA,NA
cleveland,Sun, Oct 6,59,12am,64,NA,NA,63,6am,72,NA,NA,70,12pm,73,NA,NA,61,6pm,66,NA,NA
cleveland,Mon, Oct 7,57,12am,59,NA,NA,55,6am,61,NA,NA,63,12pm,63,NA,NA,52,6pm,61,NA,NA
cleveland,Tue, Oct 8,46,12am,52,NA,NA,45,6am,68,NA,NA,66,12pm,72,NA,NA,55,6pm,64,NA,NA
cleveland,Wed, Oct 9,48,12am,54,NA,NA,48,6am,64,NA,NA,66,12pm,72,NA,NA,54,6pm,66,NA,NA
cleveland,Thu, Oct 10,48,12am,52,NA,NA,52,6am,70,NA,NA,72,12pm,75,NA,NA,61,6pm,66,NA,NA
cleveland,Fri, Oct 11,61,12am,63,NA,NA,61,6am,73,NA,NA,75,12pm,81,NA,NA,66,6pm,75,NA,NA
cleveland,Sat, Oct 12,48,12am,68,NA,NA,45,6am,46,NA,NA,50,12pm,54,NA,NA,45,6pm,50,NA,NA
cleveland,Sun, Oct 13,45,12am,46,NA,NA,45,6am,59,NA,NA,64,12pm,68,NA,NA,59,6pm,63,NA,NA
cleveland,Mon, Oct 14,46,12am,57,NA,NA,46,6am,54,NA,NA,54,12pm,57,NA,NA,43,6pm,52,NA,NA
cleveland,Tue, Oct 15,37,12am,43,NA,NA,37,6am,61,NA,NA,64,12pm,70,NA,NA,61,6pm,66,NA,NA
cleveland,Wed, Oct 16,59,12am,64,NA,NA,50,6am,55,NA,NA,48,12pm,52,NA,NA,48,6pm,52,NA,NA
cleveland,Thu, Oct 17,48,12am,48,NA,NA,48,6am,48,NA,NA,50,12pm,52,NA,NA,50,6pm,52,NA,NA
cleveland,Fri, Oct 18,48,12am,52,NA,NA,48,6am,54,NA,NA,54,12pm,55,NA,NA,43,6pm,48,NA,NA
cleveland,Sat, Oct 19,37,12am,43,NA,NA,39,6am,59,NA,NA,61,12pm,64,NA,NA,48,6pm,57,NA,NA
cleveland,Sun, Oct 20,46,12am,52,NA,NA,50,6am,66,NA,NA,66,12pm,72,NA,NA,57,6pm,61,NA,NA
cleveland,Mon, Oct 21,50,12am,54,NA,NA,54,6am,72,NA,NA,70,12pm,75,NA,NA,64,6pm,73,NA,NA
cleveland,Tue, Oct 22,61,12am,63,NA,NA,57,6am,64,NA,NA,57,12pm,66,NA,NA,52,6pm,57,NA,NA
cleveland,Wed, Oct 23,46,12am,52,NA,NA,45,6am,55,NA,NA,57,12pm,63,NA,NA,54,6pm,57,NA,NA
cleveland,Thu, Oct 24,52,12am,55,NA,NA,55,6am,61,NA,NA,55,12pm,64,NA,NA,50,6pm,54,NA,NA
cleveland,Fri, Oct 25,48,12am,52,NA,NA,50,6am,55,NA,NA,54,12pm,57,NA,NA,46,6pm,54,NA,NA
cleveland,Sat, Oct 26,43,12am,45,NA,NA,43,6am,52,NA,NA,52,12pm,54,NA,NA,55,6pm,57,NA,NA
cleveland,Sun, Oct 27,57,12am,63,NA,NA,54,6am,61,NA,NA,54,12pm,57,NA,NA,46,6pm,54,NA,NA
cleveland,Mon, Oct 28,41,12am,46,NA,NA,43,6am,61,NA,NA,64,12pm,66,NA,NA,46,6pm,61,NA,NA
cleveland,Tue, Oct 29,43,12am,46,NA,NA,45,6am,61,NA,NA,61,12pm,63,NA,NA,55,6pm,61,NA,NA
cleveland,Wed, Oct 30,54,12am,55,NA,NA,52,6am,57,NA,NA,57,12pm,59,NA,NA,6pm,NA,NA,NA
cleveland,Thu, Oct 31,61,12am,61,NA,NA,61,6am,64,NA,NA,52,12pm,64,NA,NA,37,6pm,46,NA,NA
cleveland,Fri, Nov 1,36,12am,37,NA,NA,34,6am,37,NA,NA,37,12pm,41,NA,NA,32,6pm,37,NA,NA
cleveland,Sat, Nov 2,32,12am,39,NA,NA,39,6am,46,NA,NA,41,12pm,46,NA,NA,37,6pm,43,NA,NA
cleveland,Sun, Nov 3,36,12am,39,NA,NA,36,6am,45,NA,NA,43,12pm,48,NA,NA,41,6pm,43,NA,NA
cleveland,Mon, Nov 4,45,12am,46,NA,NA,43,6am,55,NA,NA,55,12pm,57,NA,NA,54,6pm,55,NA,NA
cleveland,Tue, Nov 5,46,12am,54,NA,NA,46,6am,50,NA,NA,43,12pm,48,NA,NA,36,6pm,43,NA,NA
cleveland,Wed, Nov 6,30,12am,34,NA,NA,30,6am,45,NA,NA,45,12pm,50,NA,NA,48,6pm,48,NA,NA
cleveland,Thu, Nov 7,43,12am,48,NA,NA,37,6am,41,NA,NA,34,12pm,37,NA,NA,34,6pm,36,NA,NA
cleveland,Fri, Nov 8,30,12am,30,NA,NA,27,6am,34,NA,NA,28,12pm,36,NA,NA,25,6pm,28,NA,NA
cleveland,Sat, Nov 9,27,12am,28,NA,NA,28,6am,36,NA,NA,37,12pm,39,NA,NA,37,6pm,37,NA,NA
cleveland,Sun, Nov 10,39,12am,41,NA,NA,41,6am,52,NA,NA,46,12pm,54,NA,NA,45,6pm,46,NA,NA
cleveland,Mon, Nov 11,41,12am,45,NA,NA,39,6am,43,NA,NA,37,12pm,43,NA,NA,34,6pm,37,NA,NA
cleveland,Tue, Nov 12,28,12am,34,NA,NA,27,6am,28,NA,NA,27,12pm,27,NA,NA,21,6pm,23,NA,NA
cleveland,Wed, Nov 13,16,12am,21,NA,NA,12,6am,23,NA,NA,25,12pm,27,NA,NA,27,6pm,28,NA,NA
cleveland,Thu, Nov 14,27,12am,30,NA,NA,30,6am,34,NA,NA,36,12pm,36,NA,NA,34,6pm,36,NA,NA
cleveland,Fri, Nov 15,30,12am,32,NA,NA,30,6am,36,NA,NA,36,12pm,37,NA,NA,36,6pm,37,NA,NA
cleveland,Sat, Nov 16,36,12am,37,NA,NA,34,6am,37,NA,NA,36,12pm,39,NA,NA,30,6pm,36,NA,NA
cleveland,Sun, Nov 17,28,12am,30,NA,NA,28,6am,45,NA,NA,43,12pm,48,NA,NA,41,6pm,43,NA,NA
cleveland,Mon, Nov 18,39,12am,41,NA,NA,37,6am,48,NA,NA,43,12pm,52,NA,NA,34,6pm,43,NA,NA
cleveland,Tue, Nov 19,32,12am,36,NA,NA,37,6am,43,NA,NA,43,12pm,43,NA,NA,39,6pm,43,NA,NA
cleveland,Wed, Nov 20,37,12am,39,NA,NA,37,6am,45,NA,NA,43,12pm,45,NA,NA,39,6pm,43,NA,NA
cleveland,Thu, Nov 21,36,12am,37,NA,NA,37,6am,48,NA,NA,50,12pm,54,NA,NA,52,6pm,54,NA,NA
cleveland,Fri, Nov 22,43,12am,52,NA,NA,37,6am,41,NA,NA,36,12pm,39,NA,NA,27,6pm,34,NA,NA
cleveland,Sat, Nov 23,25,12am,27,NA,NA,27,6am,43,NA,NA,41,12pm,45,NA,NA,37,6pm,43,NA,NA
cleveland,Sun, Nov 24,32,12am,37,NA,NA,30,6am,39,NA,NA,41,12pm,45,NA,NA,39,6pm,43,NA,NA
cleveland,Mon, Nov 25,41,12am,43,NA,NA,41,6am,48,NA,NA,52,12pm,55,NA,NA,48,6pm,50,NA,NA
cleveland,Tue, Nov 26,45,12am,48,NA,NA,45,6am,57,NA,NA,54,12pm,61,NA,NA,52,6pm,54,NA,NA
cleveland,Wed, Nov 27,48,12am,55,NA,NA,50,6am,57,NA,NA,39,12pm,52,NA,NA,39,6pm,41,NA,NA
cleveland,Thu, Nov 28,37,12am,39,NA,NA,37,6am,39,NA,NA,37,12pm,39,NA,NA,36,6pm,37,NA,NA
cleveland,Fri, Nov 29,36,12am,36,NA,NA,36,6am,37,NA,NA,36,12pm,37,NA,NA,36,6pm,36,NA,NA
cleveland,Sat, Nov 30,36,12am,36,NA,NA,36,6am,41,NA,NA,41,12pm,43,NA,NA,41,6pm,43,NA,NA
cleveland,Sun, Dec 1,39,12am,43,NA,NA,41,6am,55,NA,NA,41,12pm,55,NA,NA,36,6pm,41,NA,NA
cleveland,Mon, Dec 2,36,12am,37,NA,NA,36,6am,37,NA,NA,36,12pm,36,NA,NA,34,6pm,37,NA,NA
cleveland,Tue, Dec 3,34,12am,36,NA,NA,30,6am,34,NA,NA,34,12pm,34,NA,NA,32,6pm,34,NA,NA
cleveland,Wed, Dec 4,36,12am,36,NA,NA,36,6am,37,NA,NA,36,12pm,37,NA,NA,34,6pm,36,NA,NA
cleveland,Thu, Dec 5,34,12am,36,NA,NA,34,6am,37,NA,NA,37,12pm,39,NA,NA,34,6pm,34,NA,NA
cleveland,Fri, Dec 6,37,12am,43,NA,NA,43,6am,46,NA,NA,37,12pm,43,NA,NA,34,6pm,37,NA,NA
cleveland,Sat, Dec 7,32,12am,34,NA,NA,32,6am,37,NA,NA,34,12pm,39,NA,NA,30,6pm,34,NA,NA
cleveland,Sun, Dec 8,30,12am,34,NA,NA,30,6am,46,NA,NA,48,12pm,50,NA,NA,50,6pm,52,NA,NA
cleveland,Mon, Dec 9,52,12am,52,NA,NA,48,6am,50,NA,NA,52,12pm,54,NA,NA,54,6pm,54,NA,NA
cleveland,Tue, Dec 10,37,12am,52,NA,NA,30,6am,37,NA,NA,28,12pm,30,NA,NA,23,6pm,28,NA,NA
cleveland,Wed, Dec 11,19,12am,21,NA,NA,19,6am,27,NA,NA,25,12pm,28,NA,NA,21,6pm,25,NA,NA
cleveland,Thu, Dec 12,18,12am,21,NA,NA,19,6am,36,NA,NA,36,12pm,37,NA,NA,36,6pm,36,NA,NA
cleveland,Fri, Dec 13,34,12am,36,NA,NA,34,6am,43,NA,NA,43,12pm,46,NA,NA,37,6pm,41,NA,NA
cleveland,Sat, Dec 14,37,12am,39,NA,NA,39,6am,39,NA,NA,36,12pm,39,NA,NA,36,6pm,37,NA,NA
cleveland,Sun, Dec 15,30,12am,37,NA,NA,30,6am,34,NA,NA,30,12pm,34,NA,NA,28,6pm,30,NA,NA
cleveland,Mon, Dec 16,28,12am,30,NA,NA,30,6am,36,NA,NA,36,12pm,37,NA,NA,36,6pm,36,NA,NA
cleveland,Tue, Dec 17,34,12am,36,NA,NA,32,6am,34,NA,NA,27,12pm,32,NA,NA,25,6pm,27,NA,NA
cleveland,Wed, Dec 18,25,12am,27,NA,NA,25,6am,27,NA,NA,21,12pm,21,NA,NA,19,6pm,21,NA,NA
cleveland,Thu, Dec 19,14,12am,18,NA,NA,12,6am,21,NA,NA,25,12pm,28,NA,NA,25,6pm,28,NA,NA
cleveland,Fri, Dec 20,16,12am,23,NA,NA,18,6am,36,NA,NA,34,12pm,37,NA,NA,28,6pm,32,NA,NA
cleveland,Sat, Dec 21,27,12am,30,NA,NA,30,6am,43,NA,NA,43,12pm,48,NA,NA,36,6pm,39,NA,NA
cleveland,Sun, Dec 22,36,12am,36,NA,NA,34,6am,48,NA,NA,46,12pm,54,NA,NA,41,6pm,46,NA,NA
cleveland,Mon, Dec 23,37,12am,39,NA,NA,37,6am,54,NA,NA,50,12pm,57,NA,NA,39,6pm,46,NA,NA
cleveland,Tue, Dec 24,34,12am,37,NA,NA,36,6am,37,NA,NA,37,12pm,39,NA,NA,36,6pm,37,NA,NA
cleveland,Wed, Dec 25,34,12am,36,NA,NA,34,6am,48,NA,NA,52,12pm,57,NA,NA,45,6pm,48,NA,NA
cleveland,Thu, Dec 26,46,12am,52,NA,NA,54,6am,63,NA,NA,63,12pm,64,NA,NA,57,6pm,61,NA,NA
cleveland,Fri, Dec 27,55,12am,57,NA,NA,55,6am,61,NA,NA,43,12pm,57,NA,NA,39,6pm,43,NA,NA
cleveland,Sat, Dec 28,37,12am,39,NA,NA,37,6am,43,NA,NA,37,12pm,46,NA,NA,37,6pm,43,NA,NA
cleveland,Sun, Dec 29,46,12am,50,NA,NA,48,6am,55,NA,NA,55,12pm,59,NA,NA,55,6pm,57,NA,NA
cleveland,Mon, Dec 30,55,12am,61,NA,NA,45,6am,54,NA,NA,37,12pm,45,NA,NA,37,6pm,39,NA,NA
cleveland,Tue, Dec 31,36,12am,37,NA,NA,34,6am,37,NA,NA,30,12pm,34,NA,NA,28,6pm,30,NA,NA
